"rule","engine","severity","tags","file","startLine","startColumn","endLine","endColumn","message","resources"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",27,58,27,65,"There's no replacement styling hook for the #f3f4f6 static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",32,20,32,24,"There's no replacement styling hook for the 16px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",37,16,37,25,"Consider replacing the 0.8125rem static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-scale-base.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",38,12,38,19,"Consider replacing the #1d4ed8 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-accent-2
2. --slds-g-color-accent-container-2
3. --slds-g-color-brand-base-40
4. --slds-g-color-info-base-40
5. --slds-g-color-info-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",40,17,40,24,"Consider replacing the #eff6ff static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-accent-light-1
2. --slds-g-color-surface-2
3. --slds-g-color-surface-3
4. --slds-g-color-surface-container-2
5. --slds-g-color-surface-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",41,14,41,17,"Consider replacing the 4px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",41,18,41,21,"Consider replacing the 8px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-2.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",42,20,42,23,"There's no replacement styling hook for the 6px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",43,54,43,61,"Consider replacing the #bfdbfe static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-info-container-1
2. --slds-g-color-brand-base-90
3. --slds-g-color-info-base-80
4. --slds-g-color-brand-base-80
5. --slds-g-color-info-base-90.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",49,17,49,24,"Consider replacing the #dbeafe static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-accent-light-2
2. --slds-g-color-accent-light-1
3. --slds-g-color-surface-container-3
4. --slds-g-color-surface-2
5. --slds-g-color-surface-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenAdmin/docGenAdmin.css",50,19,50,26,"Consider replacing the #93c5fd static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-brand-base-80
2. --slds-g-color-info-base-80
3. --slds-g-color-brand-base-70
4. --slds-g-color-info-base-70
5. --slds-g-color-info-base-65.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/modal-close-button-issue","eslint",3,"Recommended,SLDS,ErrorProne,HTML","force-app/main/default/lwc/docGenAdmin/docGenAdmin.html",166,131,166,148,"Add or move slds-button and slds-button_icon to the class attribute of the <button> element or <lightning-button-icon> component.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#modal-close-button-issue"
"@salesforce-ux/slds/modal-close-button-issue","eslint",3,"Recommended,SLDS,ErrorProne,HTML","force-app/main/default/lwc/docGenAdmin/docGenAdmin.html",391,131,391,148,"Add or move slds-button and slds-button_icon to the class attribute of the <button> element or <lightning-button-icon> component.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#modal-close-button-issue"
"@salesforce-ux/slds/modal-close-button-issue","eslint",3,"Recommended,SLDS,ErrorProne,HTML","force-app/main/default/lwc/docGenAdmin/docGenAdmin.html",456,131,456,148,"Add or move slds-button and slds-button_icon to the class attribute of the <button> element or <lightning-button-icon> component.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#modal-close-button-issue"
"@salesforce-ux/slds/no-slds-namespace-for-custom-hooks","eslint",4,"Recommended,SLDS,BestPractices,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",3,12,3,51,"Using the --slds namespace for --slds-g-color-neutral-10 isn't supported. Create the custom styling hook in your namespace. Example: --myapp-g-color-neutral-10","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-slds-namespace-for-custom-hooks"
"@salesforce-ux/slds/no-slds-namespace-for-custom-hooks","eslint",4,"Recommended,SLDS,BestPractices,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",11,17,11,60,"Using the --slds namespace for --slds-g-color-neutral-base-1 isn't supported. Create the custom styling hook in your namespace. Example: --myapp-g-color-neutral-base-1","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-slds-namespace-for-custom-hooks"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",17,16,17,22,"Consider replacing the 1.5rem static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-scale-4.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",23,16,23,23,"There's no replacement styling hook for the 0.95rem static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",24,12,24,19,"Consider replacing the #6b7280 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-neutral-base-50
2. --slds-g-color-on-disabled-1
3. --slds-g-color-on-disabled-2
4. --slds-g-color-palette-neutral-50.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-slds-namespace-for-custom-hooks","eslint",4,"Recommended,SLDS,BestPractices,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",28,17,28,60,"Using the --slds namespace for --slds-g-color-neutral-base-1 isn't supported. Create the custom styling hook in your namespace. Example: --myapp-g-color-neutral-base-1","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-slds-namespace-for-custom-hooks"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",34,16,34,22,"There's no replacement styling hook for the 1.1rem static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",37,12,37,19,"Consider replacing the #374151 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-neutral-base-30
2. --slds-g-color-palette-neutral-30
3. --slds-g-color-palette-cloud-blue-20.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",41,13,41,16,"Consider replacing the 1px static value with an SLDS 2 styling hook that has a similar value: --slds-g-sizing-border-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",50,17,50,22,"There's no replacement styling hook for the 250px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",52,17,52,20,"Consider replacing the 4px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",62,17,62,24,"Consider replacing the #f0fdf4 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-surface-1
2. --slds-g-color-surface-container-1
3. --slds-g-color-on-accent-1
4. --slds-g-color-on-accent-2
5. --slds-g-color-on-accent-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",63,54,63,61,"Consider replacing the #bbf7d0 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-success-base-90
2. --slds-g-color-success-container-1
3. --slds-g-color-palette-green-90
4. --slds-g-color-palette-teal-90.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",64,12,64,19,"Consider replacing the #166534 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-palette-green-40
2. --slds-g-color-palette-green-30.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",65,14,65,17,"Consider replacing the 8px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-2.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",65,18,65,22,"Consider replacing the 12px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",66,20,66,23,"There's no replacement styling hook for the 6px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",67,16,67,22,"There's no replacement styling hook for the 0.9rem static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-slds-namespace-for-custom-hooks","eslint",4,"Recommended,SLDS,BestPractices,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",72,17,72,60,"Using the --slds namespace for --slds-g-color-neutral-base-2 isn't supported. Create the custom styling hook in your namespace. Example: --myapp-g-color-neutral-base-2","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-slds-namespace-for-custom-hooks"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",75,14,75,21,"There's no replacement styling hook for the 1.25rem static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",76,13,76,17,"There's no replacement styling hook for the 100% static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-slds-namespace-for-custom-hooks","eslint",4,"Recommended,SLDS,BestPractices,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",80,17,80,60,"Using the --slds namespace for --slds-g-color-neutral-base-1 isn't supported. Create the custom styling hook in your namespace. Example: --myapp-g-color-neutral-base-1","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-slds-namespace-for-custom-hooks"
"@salesforce-ux/slds/no-slds-namespace-for-custom-hooks","eslint",4,"Recommended,SLDS,BestPractices,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",87,12,87,55,"Using the --slds namespace for --slds-g-color-neutral-base-1 isn't supported. Create the custom styling hook in your namespace. Example: --myapp-g-color-neutral-base-1","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-slds-namespace-for-custom-hooks"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",92,17,92,41,"Consider replacing the rgba(255, 255, 255, 0.2) static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-surface-1
2. --slds-g-color-surface-container-1
3. --slds-g-color-on-accent-1
4. --slds-g-color-on-accent-2
5. --slds-g-color-on-accent-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",94,12,94,17,"Consider replacing the white static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-surface-1
2. --slds-g-color-surface-container-1
3. --slds-g-color-on-accent-1
4. --slds-g-color-on-accent-2
5. --slds-g-color-on-accent-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",95,14,95,17,"Consider replacing the 4px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",95,18,95,22,"Consider replacing the 12px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",97,16,97,22,"There's no replacement styling hook for the 0.8rem static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",103,17,103,41,"Consider replacing the rgba(255, 255, 255, 0.3) static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-surface-1
2. --slds-g-color-surface-container-1
3. --slds-g-color-on-accent-1
4. --slds-g-color-on-accent-2
5. --slds-g-color-on-accent-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-slds-namespace-for-custom-hooks","eslint",4,"Recommended,SLDS,BestPractices,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",108,5,108,99,"Using the --slds namespace for --sds-c-textarea-font-family isn't supported. Create the custom styling hook in your namespace. Example: --myapp-c-textarea-font-family","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-slds-namespace-for-custom-hooks"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",112,17,112,24,"Consider replacing the #f3f4f6 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-surface-2
2. --slds-g-color-surface-3
3. --slds-g-color-surface-container-2
4. --slds-g-color-surface-1
5. --slds-g-color-surface-container-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",113,14,113,17,"There's no replacement styling hook for the 2px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",113,18,113,21,"There's no replacement styling hook for the 6px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",116,16,116,23,"There's no replacement styling hook for the 0.85rem static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",117,12,117,19,"Consider replacing the #1d4ed8 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-accent-2
2. --slds-g-color-accent-container-2
3. --slds-g-color-brand-base-40
4. --slds-g-color-info-base-40
5. --slds-g-color-info-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",121,12,121,19,"Consider replacing the #2563eb static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-accent-1
2. --slds-g-color-accent-container-1
3. --slds-g-color-accent-2
4. --slds-g-color-accent-container-2
5. --slds-g-color-brand-base-50.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",123,18,123,21,"Consider replacing the 500 static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-weight-5.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS","force-app/main/default/lwc/docGenBulkRunner/docGenBulkRunner.css",140,61,140,68,"There's no replacement styling hook for the #f3f4f6 static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
